surveyid;qidx;question;finished;audio-counter;audio-file;reliable;kompetent;credible;sympatic;dialect;pleasant;natural;liked;aigen;easyunterrstand;uncomplicated;informed;attention;reliable-counter;kompetent-counter;credible-counter;sympatic-counter;dialect-counter;pleasant-counter;natural-counter;liked-counter;aigen-counter;easyunterrstand-counter;uncomplicated-counter;informed-counter;attention-counter;surveyid;created;questions;complete;age;dv;dr;email;Male;Female;Vorarlberg;Swiss;StandardGerman;age_r;participant_region;participant_country;speaker_region;reliable_n;kompetent_N;credible_n;sympatic_n;dialect_n;pleasant_n;natural_n;liked_n;aigen_n;easyunterrstand_n;uncomplicated_n;informed_n;attention_n
9o3UxnWz47VubMe8rQqhZ75BZC9bJ06gTHL2Zed4;2;N04;2026-02-04 10:47:07;0;n04_vorarlbb_f_v3.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-4;pleasant-4;natural-4;liked-4;aigen-4;easyunterrstand-4;uncomplicated-4;informed-4;attention-4;0;0;0;0;0;0;0;0;0;0;0;0;0;9o3UxnWz47VubMe8rQqhZ75BZC9bJ06gTHL2Zed4;2026-02-04 10:45:41;"[""N01"",""N04"",""Q01""]";1;age-3;dv-6;cho;;;1;1;;;41 - 60;Ostschweiz;CH;Vorarlberg;3;3;3;3;3;3;3;3;3;3;3;3;3
9o3UxnWz47VubMe8rQqhZ75BZC9bJ06gTHL2Zed4;3;Q01;2026-02-04 10:47:52;1;q01_vorarlbb_f_v3.mp3;reliable-5;kompetent-5;credible-6;sympatic-4;dialect-5;pleasant-5;natural-5;liked-6;aigen-5;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;0;1;1;1;1;1;1;1;1;1;9o3UxnWz47VubMe8rQqhZ75BZC9bJ06gTHL2Zed4;2026-02-04 10:45:41;"[""N01"",""N04"",""Q01""]";1;age-3;dv-6;cho;;1;;1;;;41 - 60;Ostschweiz;CH;Vorarlberg;4;4;5;3;4;4;4;5;4;6;6;6;6
9WsgsrK59DCwG6onjVkZCsd1iTUVOt8l2XRN32Zv;1;Q01;2025-11-28 21:08:08;1;q01_kartoffel_m.mp3;reliable-3;kompetent-3;credible-3;sympatic-3;dialect-1;pleasant-3;natural-2;liked-2;aigen-7;easyunterrstand-5;uncomplicated-5;informed-5;attention-5;1;1;1;1;2;1;1;1;2;1;1;1;1;9WsgsrK59DCwG6onjVkZCsd1iTUVOt8l2XRN32Zv;2025-11-28 21:06:59;"[""Q01"",""N01"",""N04""]";1;age-3;dv-4;li;;1;;;;1;41 - 60;Liechtenstein;LI;Hochdeutsch;2;2;2;2;0;2;1;1;6;4;4;4;4
9WsgsrK59DCwG6onjVkZCsd1iTUVOt8l2XRN32Zv;2;N01;2025-11-28 21:08:55;1;n01_sttall_f.mp3;reliable-4;kompetent-4;credible-4;sympatic-3;dialect-2;pleasant-4;natural-3;liked-3;aigen-5;easyunterrstand-4;uncomplicated-5;informed-5;attention-4;0;0;0;1;2;0;1;1;1;2;1;1;0;9WsgsrK59DCwG6onjVkZCsd1iTUVOt8l2XRN32Zv;2025-11-28 21:06:59;"[""Q01"",""N01"",""N04""]";1;age-3;dv-4;li;;;1;;1;;41 - 60;Liechtenstein;LI;Schweiz;3;3;3;2;1;3;2;2;4;3;4;4;3
9WsgsrK59DCwG6onjVkZCsd1iTUVOt8l2XRN32Zv;3;N04;2025-11-28 21:09:34;1;n04_vorarlbb_f_v3.mp3;reliable-4;kompetent-5;credible-5;sympatic-5;dialect-3;pleasant-3;natural-5;liked-5;aigen-3;easyunterrstand-4;uncomplicated-4;informed-4;attention-4;0;1;1;1;1;1;1;1;1;0;0;0;0;9WsgsrK59DCwG6onjVkZCsd1iTUVOt8l2XRN32Zv;2025-11-28 21:06:59;"[""Q01"",""N01"",""N04""]";1;age-3;dv-4;li;;;1;1;;;41 - 60;Liechtenstein;LI;Vorarlberg;3;4;4;4;2;2;4;4;2;3;3;3;3
aNoNeJhXYTzd6Qeiq5sh3vnEPOn6UVdVpR4wwVqW;1;N04;2026-02-17 22:10:03;1;n04_vorarlbb_m_v2.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-4;pleasant-7;natural-7;liked-7;aigen-3;easyunterrstand-7;uncomplicated-6;informed-7;attention-7;1;1;1;1;0;1;1;1;2;1;1;1;1;aNoNeJhXYTzd6Qeiq5sh3vnEPOn6UVdVpR4wwVqW;2026-02-17 22:08:04;"[""N04"",""Q01"",""N01""]";1;age-4;dv-6;vbg;;1;;1;;;61 - 80;Vorarlberg;AT;Vorarlberg;6;6;6;6;3;6;6;6;2;6;5;6;6
aNoNeJhXYTzd6Qeiq5sh3vnEPOn6UVdVpR4wwVqW;2;Q01;2026-02-17 22:11:01;1;q01_vorarlbb_f_v3.mp3;reliable-7;kompetent-7;credible-5;sympatic-7;dialect-6;pleasant-7;natural-7;liked-7;aigen-6;easyunterrstand-7;uncomplicated-5;informed-6;attention-7;1;1;2;1;1;1;1;1;1;1;1;1;1;aNoNeJhXYTzd6Qeiq5sh3vnEPOn6UVdVpR4wwVqW;2026-02-17 22:08:04;"[""N04"",""Q01"",""N01""]";1;age-4;dv-6;vbg;;1;;1;;;61 - 80;Vorarlberg;AT;Vorarlberg;6;6;4;6;5;6;6;6;5;6;4;5;6
aNoNeJhXYTzd6Qeiq5sh3vnEPOn6UVdVpR4wwVqW;3;N01;2026-02-17 22:11:51;1;n01_vorarlbb_f_v2.mp3;reliable-6;kompetent-6;credible-5;sympatic-7;dialect-4;pleasant-7;natural-7;liked-6;aigen-5;easyunterrstand-7;uncomplicated-6;informed-7;attention-7;1;1;1;1;0;1;1;1;1;1;1;1;1;aNoNeJhXYTzd6Qeiq5sh3vnEPOn6UVdVpR4wwVqW;2026-02-17 22:08:04;"[""N04"",""Q01"",""N01""]";1;age-4;dv-6;vbg;;;1;1;;;61 - 80;Vorarlberg;AT;Vorarlberg;5;5;4;6;3;6;6;5;4;6;5;6;6
AXsNRWG-5mZPV3geBut-FE3Df10VyNCu17eKu4RH;1;N01;2026-02-21 18:58:21;1;n01_vorarlbb_f_v2.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-7;pleasant-7;natural-7;liked-4;aigen-1;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;0;1;1;1;1;1;AXsNRWG-5mZPV3geBut-FE3Df10VyNCu17eKu4RH;2026-02-21 18:56:36;"[""N01"",""Q01"",""N04""]";1;age-3;dv-7;cho;;;1;1;;;41 - 60;Ostschweiz;CH;Vorarlberg;6;6;6;6;6;6;6;3;0;6;6;6;6
AXsNRWG-5mZPV3geBut-FE3Df10VyNCu17eKu4RH;2;Q01;2026-02-21 18:59:26;1;q01_vorarlbb_f_v2.mp3;reliable-2;kompetent-2;credible-2;sympatic-2;dialect-2;pleasant-2;natural-2;liked-2;aigen-6;easyunterrstand-4;uncomplicated-4;informed-4;attention-4;1;1;1;1;1;1;1;1;1;0;0;0;0;AXsNRWG-5mZPV3geBut-FE3Df10VyNCu17eKu4RH;2026-02-21 18:56:36;"[""N01"",""Q01"",""N04""]";1;age-3;dv-7;cho;;;1;1;;;41 - 60;Ostschweiz;CH;Vorarlberg;1;1;1;1;1;1;1;1;5;3;3;3;3
AXsNRWG-5mZPV3geBut-FE3Df10VyNCu17eKu4RH;3;N04;2026-02-21 19:00:22;1;n04_kartoffel_f.mp3;reliable-2;kompetent-2;credible-2;sympatic-2;dialect-2;pleasant-4;natural-2;liked-2;aigen-6;easyunterrstand-6;uncomplicated-6;informed-6;attention-6;1;1;1;1;1;0;1;1;1;1;1;1;1;AXsNRWG-5mZPV3geBut-FE3Df10VyNCu17eKu4RH;2026-02-21 18:56:36;"[""N01"",""Q01"",""N04""]";1;age-3;dv-7;cho;;;1;;;1;41 - 60;Ostschweiz;CH;Hochdeutsch;1;1;1;1;1;3;1;1;5;5;5;5;5
AYWxr56xVb_twkd9YG4PbT5ru5pVFG0yfUItOLIc;1;Q01;2025-11-28 17:41:22;1;q01_sttall_f.mp3;reliable-6;kompetent-7;credible-5;sympatic-6;dialect-6;pleasant-7;natural-2;liked-5;aigen-4;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;4;1;2;1;1;1;0;1;1;1;1;AYWxr56xVb_twkd9YG4PbT5ru5pVFG0yfUItOLIc;2025-11-28 17:39:56;"[""Q01"",""N04"",""N01""]";1;age-2;dv-6;chrt;;;1;;1;;21 - 40;Schweizer Rheintal;CH;Schweiz;5;6;4;5;5;6;1;4;3;6;6;6;6
AYWxr56xVb_twkd9YG4PbT5ru5pVFG0yfUItOLIc;2;N04;2025-11-28 17:42:02;1;n04_kartoffel_f.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-3;pleasant-5;natural-5;liked-6;aigen-2;easyunterrstand-6;uncomplicated-6;informed-6;attention-6;1;1;1;1;2;1;1;1;1;1;1;1;1;AYWxr56xVb_twkd9YG4PbT5ru5pVFG0yfUItOLIc;2025-11-28 17:39:56;"[""Q01"",""N04"",""N01""]";1;age-2;dv-6;chrt;;;1;;;1;21 - 40;Schweizer Rheintal;CH;Hochdeutsch;6;6;6;6;2;4;4;5;1;5;5;5;5
AYWxr56xVb_twkd9YG4PbT5ru5pVFG0yfUItOLIc;3;N01;2025-11-28 17:42:45;1;n01_kartoffel_m.mp3;reliable-6;kompetent-6;credible-5;sympatic-4;dialect-2;pleasant-6;natural-4;liked-5;aigen-5;easyunterrstand-6;uncomplicated-5;informed-6;attention-6;1;2;1;0;2;1;0;1;1;1;1;1;1;AYWxr56xVb_twkd9YG4PbT5ru5pVFG0yfUItOLIc;2025-11-28 17:39:56;"[""Q01"",""N04"",""N01""]";1;age-2;dv-6;chrt;;1;;;;1;21 - 40;Schweizer Rheintal;CH;Hochdeutsch;5;5;4;3;1;5;3;4;4;5;4;5;5
b1VLwV7J5DYamhr-p-1VwmnFUfCaxME8cR-QcPiM;1;N04;2026-02-17 08:32:29;1;n04_vorarlbb_f_v3.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-5;pleasant-6;natural-6;liked-7;aigen-2;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;b1VLwV7J5DYamhr-p-1VwmnFUfCaxME8cR-QcPiM;2026-02-17 08:30:53;"[""N04"",""N01"",""Q01""]";1;age-4;dv-7;li;;;1;1;;;61 - 80;Liechtenstein;LI;Vorarlberg;6;6;6;6;4;5;5;6;1;6;6;6;6
b1VLwV7J5DYamhr-p-1VwmnFUfCaxME8cR-QcPiM;2;N01;2026-02-17 08:33:46;1;n01_sttall_f.mp3;reliable-6;kompetent-5;credible-5;sympatic-5;dialect-3;pleasant-5;natural-3;liked-3;aigen-2;easyunterrstand-7;uncomplicated-7;informed-5;attention-2;1;1;1;1;1;1;1;1;1;1;1;1;1;b1VLwV7J5DYamhr-p-1VwmnFUfCaxME8cR-QcPiM;2026-02-17 08:30:53;"[""N04"",""N01"",""Q01""]";1;age-4;dv-7;li;;;1;;1;;61 - 80;Liechtenstein;LI;Schweiz;5;4;4;4;2;4;2;2;1;6;6;4;1
b1VLwV7J5DYamhr-p-1VwmnFUfCaxME8cR-QcPiM;3;Q01;2026-02-17 08:35:02;1;q01_kartoffel_m.mp3;reliable-3;kompetent-5;credible-3;sympatic-3;dialect-5;pleasant-3;natural-5;liked-5;aigen-5;easyunterrstand-7;uncomplicated-7;informed-6;attention-3;1;1;2;1;1;1;1;1;1;1;1;1;1;b1VLwV7J5DYamhr-p-1VwmnFUfCaxME8cR-QcPiM;2026-02-17 08:30:53;"[""N04"",""N01"",""Q01""]";1;age-4;dv-7;li;;1;;;;1;61 - 80;Liechtenstein;LI;Hochdeutsch;2;4;2;2;4;2;4;4;4;6;6;5;2
b6DCNRVJCqtpTZjTQsOgRa4ukT0aI0ehMm1874Eu;1;N01;2026-02-21 12:40:47;1;n01_kartoffel_f.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-1;pleasant-3;natural-2;liked-1;aigen-4;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;0;0;0;0;1;1;1;2;0;1;4;1;1;b6DCNRVJCqtpTZjTQsOgRa4ukT0aI0ehMm1874Eu;2026-02-21 12:38:34;"[""N01"",""N04"",""Q01""]";1;age-4;dv-6;null;;;1;;;1;61 - 80;Ich m�chte nicht antworten.;null;Hochdeutsch;3;3;3;3;0;2;1;0;3;6;6;6;6
b6DCNRVJCqtpTZjTQsOgRa4ukT0aI0ehMm1874Eu;2;N04;2026-02-21 12:42:05;1;n04_vorarlbb_m_v2.mp3;reliable-6;kompetent-6;credible-6;sympatic-6;dialect-2;pleasant-7;natural-7;liked-7;aigen-2;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;b6DCNRVJCqtpTZjTQsOgRa4ukT0aI0ehMm1874Eu;2026-02-21 12:38:34;"[""N01"",""N04"",""Q01""]";1;age-4;dv-6;null;;1;;1;;;61 - 80;Ich m�chte nicht antworten.;null;Vorarlberg;5;5;5;5;1;6;6;6;1;6;6;6;6
b6DCNRVJCqtpTZjTQsOgRa4ukT0aI0ehMm1874Eu;3;Q01;2026-02-21 12:43:38;1;q01_kartoffel_m.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-4;pleasant-3;natural-2;liked-1;aigen-4;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;0;0;0;0;0;1;1;1;0;1;1;1;1;b6DCNRVJCqtpTZjTQsOgRa4ukT0aI0ehMm1874Eu;2026-02-21 12:38:34;"[""N01"",""N04"",""Q01""]";1;age-4;dv-6;null;;1;;;;1;61 - 80;Ich m�chte nicht antworten.;null;Hochdeutsch;3;3;3;3;3;2;1;0;3;6;6;6;6
BemtFKXNxJL5WmZL17mb9-gP6fT10Suejnt_yLUi;1;N04;2026-02-22 20:05:26;1;n04_sttall_f_v2.mp3;reliable-6;kompetent-6;credible-6;sympatic-6;dialect-6;pleasant-5;natural-3;liked-4;aigen-7;easyunterrstand-5;uncomplicated-6;informed-6;attention-5;1;1;1;1;1;2;1;0;1;1;1;1;1;BemtFKXNxJL5WmZL17mb9-gP6fT10Suejnt_yLUi;2026-02-22 20:04:20;"[""N04"",""Q01"",""N01""]";1;age-3;dv-6;bw;;;1;;1;;41 - 60;Baden-W�rttemberg;DE;Schweiz;5;5;5;5;5;4;2;3;6;4;5;5;4
BemtFKXNxJL5WmZL17mb9-gP6fT10Suejnt_yLUi;2;Q01;2026-02-22 20:05:32;0;q01_sttall_f.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-4;pleasant-4;natural-4;liked-4;aigen-4;easyunterrstand-4;uncomplicated-4;informed-4;attention-4;0;0;0;0;0;0;0;0;0;0;0;0;0;BemtFKXNxJL5WmZL17mb9-gP6fT10Suejnt_yLUi;2026-02-22 20:04:20;"[""N04"",""Q01"",""N01""]";1;age-3;dv-6;bw;;;1;;1;;41 - 60;Baden-W�rttemberg;DE;Schweiz;3;3;3;3;3;3;3;3;3;3;3;3;3
BemtFKXNxJL5WmZL17mb9-gP6fT10Suejnt_yLUi;3;N01;2026-02-22 20:05:40;0;n01_sttall_f.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-4;pleasant-4;natural-4;liked-4;aigen-4;easyunterrstand-4;uncomplicated-4;informed-4;attention-4;0;0;0;0;0;0;0;0;0;0;0;0;0;BemtFKXNxJL5WmZL17mb9-gP6fT10Suejnt_yLUi;2026-02-22 20:04:20;"[""N04"",""Q01"",""N01""]";1;age-3;dv-6;bw;;;1;;1;;41 - 60;Baden-W�rttemberg;DE;Schweiz;3;3;3;3;3;3;3;3;3;3;3;3;3
bn2si3BicEg3XArtM0jFc_4ZhQ6uNHWoDQ421vZx;1;Q01;2026-02-21 12:32:52;1;q01_sttall_f.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-4;pleasant-4;natural-4;liked-4;aigen-4;easyunterrstand-4;uncomplicated-4;informed-4;attention-4;0;0;0;0;0;0;0;0;0;0;0;0;0;bn2si3BicEg3XArtM0jFc_4ZhQ6uNHWoDQ421vZx;2026-02-21 12:31:19;"[""Q01"",""N04"",""N01""]";1;age-5;dv-4;null;;;1;;1;;ich m�chte nicht antworten;Ich m�chte nicht antworten.;null;Schweiz;3;3;3;3;3;3;3;3;3;3;3;3;3
bn2si3BicEg3XArtM0jFc_4ZhQ6uNHWoDQ421vZx;2;N04;2026-02-21 12:33:25;1;n04_sttall_f_v2.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-4;pleasant-4;natural-4;liked-4;aigen-4;easyunterrstand-4;uncomplicated-4;informed-4;attention-4;0;0;0;0;0;0;0;0;0;0;0;0;0;bn2si3BicEg3XArtM0jFc_4ZhQ6uNHWoDQ421vZx;2026-02-21 12:31:19;"[""Q01"",""N04"",""N01""]";1;age-5;dv-4;null;;;1;;1;;ich m�chte nicht antworten;Ich m�chte nicht antworten.;null;Schweiz;3;3;3;3;3;3;3;3;3;3;3;3;3
bn2si3BicEg3XArtM0jFc_4ZhQ6uNHWoDQ421vZx;3;N01;2026-02-21 12:33:42;1;n01_sttall_m.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-4;pleasant-4;natural-4;liked-4;aigen-4;easyunterrstand-4;uncomplicated-4;informed-4;attention-4;0;0;0;0;0;0;0;0;0;0;0;0;0;bn2si3BicEg3XArtM0jFc_4ZhQ6uNHWoDQ421vZx;2026-02-21 12:31:19;"[""Q01"",""N04"",""N01""]";1;age-5;dv-4;null;;1;;;1;;ich m�chte nicht antworten;Ich m�chte nicht antworten.;null;Schweiz;3;3;3;3;3;3;3;3;3;3;3;3;3
bnDv2EOKf9jaMMDJbK-J43Wl3V3Kp9l1Z3t1o6xl;1;N01;2026-02-20 22:14:34;1;n01_kartoffel_m.mp3;reliable-5;kompetent-4;credible-5;sympatic-3;dialect-1;pleasant-2;natural-3;liked-2;aigen-5;easyunterrstand-7;uncomplicated-5;informed-5;attention-6;1;0;1;1;1;1;1;1;1;1;1;1;1;bnDv2EOKf9jaMMDJbK-J43Wl3V3Kp9l1Z3t1o6xl;2026-02-20 22:11:37;"[""N01"",""N04"",""Q01""]";1;age-4;dv-6;cho;;1;;;;1;61 - 80;Ostschweiz;CH;Hochdeutsch;4;3;4;2;0;1;2;1;4;6;4;4;5
bnDv2EOKf9jaMMDJbK-J43Wl3V3Kp9l1Z3t1o6xl;2;N04;2026-02-20 22:16:02;1;n04_kartoffel_f.mp3;reliable-4;kompetent-4;credible-4;sympatic-3;dialect-1;pleasant-2;natural-2;liked-2;aigen-7;easyunterrstand-4;uncomplicated-4;informed-4;attention-5;0;0;0;1;1;1;1;1;1;0;0;0;1;bnDv2EOKf9jaMMDJbK-J43Wl3V3Kp9l1Z3t1o6xl;2026-02-20 22:11:37;"[""N01"",""N04"",""Q01""]";1;age-4;dv-6;cho;;;1;;;1;61 - 80;Ostschweiz;CH;Hochdeutsch;3;3;3;2;0;1;1;1;6;3;3;3;4
bnDv2EOKf9jaMMDJbK-J43Wl3V3Kp9l1Z3t1o6xl;3;Q01;2026-02-20 22:18:01;2;q01_kartoffel_m.mp3;reliable-2;kompetent-2;credible-1;sympatic-1;dialect-1;pleasant-1;natural-1;liked-1;aigen-7;easyunterrstand-5;uncomplicated-4;informed-3;attention-3;1;1;1;1;1;1;1;1;3;1;0;1;1;bnDv2EOKf9jaMMDJbK-J43Wl3V3Kp9l1Z3t1o6xl;2026-02-20 22:11:37;"[""N01"",""N04"",""Q01""]";1;age-4;dv-6;cho;;1;;;;1;61 - 80;Ostschweiz;CH;Hochdeutsch;1;1;0;0;0;0;0;0;6;4;3;2;2
BWzfagNIrYgGD8XvGSwlXHhYrvB-IJCqRTgxcbHA;1;N04;2025-11-18 20:41:13;0;n04_vorarlbb_f_v3.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-4;pleasant-4;natural-4;liked-4;aigen-4;easyunterrstand-4;uncomplicated-4;informed-4;attention-4;0;0;0;0;0;0;0;0;0;0;0;0;0;BWzfagNIrYgGD8XvGSwlXHhYrvB-IJCqRTgxcbHA;2025-11-18 20:41:05;"[""N04"",""N01"",""Q01""]";1;age-5;dv-4;null;;;1;1;;;ich m�chte nicht antworten;Ich m�chte nicht antworten.;null;Vorarlberg;3;3;3;3;3;3;3;3;3;3;3;3;3
BWzfagNIrYgGD8XvGSwlXHhYrvB-IJCqRTgxcbHA;2;N01;2025-11-18 20:41:14;0;n01_vorarlbb_m_v2.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-4;pleasant-4;natural-4;liked-4;aigen-4;easyunterrstand-4;uncomplicated-4;informed-4;attention-4;0;0;0;0;0;0;0;0;0;0;0;0;0;BWzfagNIrYgGD8XvGSwlXHhYrvB-IJCqRTgxcbHA;2025-11-18 20:41:05;"[""N04"",""N01"",""Q01""]";1;age-5;dv-4;null;;1;;1;;;ich m�chte nicht antworten;Ich m�chte nicht antworten.;null;Vorarlberg;3;3;3;3;3;3;3;3;3;3;3;3;3
BWzfagNIrYgGD8XvGSwlXHhYrvB-IJCqRTgxcbHA;3;Q01;2025-11-18 20:41:16;0;q01_kartoffel_m.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-4;pleasant-4;natural-4;liked-4;aigen-4;easyunterrstand-4;uncomplicated-4;informed-4;attention-4;0;0;0;0;0;0;0;0;0;0;0;0;0;BWzfagNIrYgGD8XvGSwlXHhYrvB-IJCqRTgxcbHA;2025-11-18 20:41:05;"[""N04"",""N01"",""Q01""]";1;age-5;dv-4;null;;1;;;;1;ich m�chte nicht antworten;Ich m�chte nicht antworten.;null;Hochdeutsch;3;3;3;3;3;3;3;3;3;3;3;3;3
c2lSXBZMkA0PmJufZN9Kcz75Wpd97WrBOM2pgYw1;1;N04;2025-11-28 19:28:07;1;n04_sttall_f_v2.mp3;reliable-5;kompetent-3;credible-5;sympatic-5;dialect-5;pleasant-5;natural-5;liked-3;aigen-2;easyunterrstand-2;uncomplicated-3;informed-2;attention-6;1;1;2;1;1;1;1;1;1;1;1;1;1;c2lSXBZMkA0PmJufZN9Kcz75Wpd97WrBOM2pgYw1;2025-11-28 19:27:03;"[""N04"",""N01"",""Q01""]";1;age-2;dv-3;chrt;;;1;;1;;21 - 40;Schweizer Rheintal;CH;Schweiz;4;2;4;4;4;4;4;2;1;1;2;1;5
c2lSXBZMkA0PmJufZN9Kcz75Wpd97WrBOM2pgYw1;2;N01;2025-11-28 19:28:49;1;n01_kartoffel_f.mp3;reliable-6;kompetent-6;credible-7;sympatic-3;dialect-7;pleasant-5;natural-2;liked-5;aigen-6;easyunterrstand-7;uncomplicated-6;informed-6;attention-2;1;1;1;1;1;1;2;1;1;1;1;1;2;c2lSXBZMkA0PmJufZN9Kcz75Wpd97WrBOM2pgYw1;2025-11-28 19:27:03;"[""N04"",""N01"",""Q01""]";1;age-2;dv-3;chrt;;;1;;;1;21 - 40;Schweizer Rheintal;CH;Hochdeutsch;5;5;6;2;6;4;1;4;5;6;5;5;1
c2lSXBZMkA0PmJufZN9Kcz75Wpd97WrBOM2pgYw1;3;Q01;2025-11-28 19:29:36;1;q01_vorarlbb_f_v2.mp3;reliable-4;kompetent-5;credible-6;sympatic-5;dialect-7;pleasant-5;natural-6;liked-6;aigen-2;easyunterrstand-5;uncomplicated-4;informed-5;attention-3;0;1;1;1;1;1;1;1;1;1;2;1;1;c2lSXBZMkA0PmJufZN9Kcz75Wpd97WrBOM2pgYw1;2025-11-28 19:27:03;"[""N04"",""N01"",""Q01""]";1;age-2;dv-3;chrt;;;1;1;;;21 - 40;Schweizer Rheintal;CH;Vorarlberg;3;4;5;4;6;4;5;5;1;4;3;4;2
coNDFqIuW03a49sidh6oJyQt-2fztYc4TFFu-zrZ;1;N04;2026-02-19 20:06:22;1;n04_kartoffel_m.mp3;reliable-1;kompetent-1;credible-1;sympatic-1;dialect-1;pleasant-2;natural-1;liked-1;aigen-7;easyunterrstand-6;uncomplicated-6;informed-4;attention-6;1;1;1;1;1;1;1;1;1;1;1;0;1;coNDFqIuW03a49sidh6oJyQt-2fztYc4TFFu-zrZ;2026-02-19 20:05:16;"[""N04"",""N01"",""Q01""]";1;age-3;dv-7;vbg;;1;;;;1;41 - 60;Vorarlberg;AT;Hochdeutsch;0;0;0;0;0;1;0;0;6;5;5;3;5
coNDFqIuW03a49sidh6oJyQt-2fztYc4TFFu-zrZ;2;N01;2026-02-19 20:07:34;2;n01_sttall_m.mp3;reliable-2;kompetent-2;credible-2;sympatic-4;dialect-3;pleasant-6;natural-1;liked-3;aigen-7;easyunterrstand-6;uncomplicated-6;informed-6;attention-4;1;1;1;0;1;1;1;1;1;1;1;1;0;coNDFqIuW03a49sidh6oJyQt-2fztYc4TFFu-zrZ;2026-02-19 20:05:16;"[""N04"",""N01"",""Q01""]";1;age-3;dv-7;vbg;;1;;;1;;41 - 60;Vorarlberg;AT;Schweiz;1;1;1;3;2;5;0;2;6;5;5;5;3
coNDFqIuW03a49sidh6oJyQt-2fztYc4TFFu-zrZ;3;Q01;2026-02-19 20:08:09;1;q01_kartoffel_m.mp3;reliable-2;kompetent-2;credible-1;sympatic-1;dialect-1;pleasant-4;natural-1;liked-3;aigen-7;easyunterrstand-6;uncomplicated-6;informed-6;attention-6;1;1;2;1;1;0;1;1;1;1;1;1;1;coNDFqIuW03a49sidh6oJyQt-2fztYc4TFFu-zrZ;2026-02-19 20:05:16;"[""N04"",""N01"",""Q01""]";1;age-3;dv-7;vbg;;1;;;;1;41 - 60;Vorarlberg;AT;Hochdeutsch;1;1;0;0;0;3;0;2;6;5;5;5;5
dEA81g6DvRHQyXacwgu-KOpi3O-s2gJpLrhEGEiL;1;N04;2025-11-28 17:40:13;1;n04_kartoffel_m.mp3;reliable-4;kompetent-5;credible-3;sympatic-4;dialect-1;pleasant-5;natural-3;liked-4;aigen-7;easyunterrstand-7;uncomplicated-5;informed-6;attention-6;0;1;1;0;1;1;1;0;2;1;1;1;1;dEA81g6DvRHQyXacwgu-KOpi3O-s2gJpLrhEGEiL;2025-11-28 17:39:00;"[""N04"",""N01"",""Q01""]";1;age-2;dv-7;cho;;1;;;;1;21 - 40;Ostschweiz;CH;Hochdeutsch;3;4;2;3;0;4;2;3;6;6;4;5;5
dEA81g6DvRHQyXacwgu-KOpi3O-s2gJpLrhEGEiL;2;N01;2025-11-28 17:41:01;1;n01_vorarlbb_f_v2.mp3;reliable-6;kompetent-6;credible-4;sympatic-5;dialect-4;pleasant-4;natural-4;liked-4;aigen-6;easyunterrstand-3;uncomplicated-5;informed-5;attention-3;1;1;0;1;0;2;0;0;1;1;1;1;2;dEA81g6DvRHQyXacwgu-KOpi3O-s2gJpLrhEGEiL;2025-11-28 17:39:00;"[""N04"",""N01"",""Q01""]";1;age-2;dv-7;cho;;;1;1;;;21 - 40;Ostschweiz;CH;Vorarlberg;5;5;3;4;3;3;3;3;5;2;4;4;2
dEA81g6DvRHQyXacwgu-KOpi3O-s2gJpLrhEGEiL;3;Q01;2025-11-28 17:41:43;1;q01_kartoffel_m.mp3;reliable-2;kompetent-2;credible-2;sympatic-3;dialect-1;pleasant-2;natural-1;liked-1;aigen-7;easyunterrstand-5;uncomplicated-6;informed-3;attention-4;1;1;1;1;1;1;1;1;1;1;1;1;0;dEA81g6DvRHQyXacwgu-KOpi3O-s2gJpLrhEGEiL;2025-11-28 17:39:00;"[""N04"",""N01"",""Q01""]";1;age-2;dv-7;cho;;1;;;;1;21 - 40;Ostschweiz;CH;Hochdeutsch;1;1;1;2;0;1;0;0;6;4;5;2;3
